param_id,trial_type,trial_number,total_trial_number,mean_sample
121,background,6,6,8.571666666666667
121,deviant,2,2,19.94
121,deviant,4,4,11.540000000000001
121,deviant,6,6,8.571666666666667
122,background,1,2,39.00666666666667
122,background,1,4,38.82
122,background,1,6,35.78
122,background,2,2,11.671666666666667
122,background,2,4,12.055
122,background,2,6,11.818333333333333
122,background,3,4,8.116666666666667
122,background,3,6,9.048333333333334
122,background,4,4,6.475
122,background,4,6,6.791666666666667
122,background,5,6,5.776666666666666
122,background,6,6,5.251666666666667
122,deviant,2,2,11.671666666666667
122,deviant,4,4,6.475
122,deviant,6,6,5.251666666666667
123,background,1,2,68.105
123,background,1,4,69.03166666666667
123,background,1,6,63.87
123,background,2,2,17.998333333333335
123,background,2,4,19.578333333333333
123,background,2,6,18.605
123,background,3,4,14.291666666666666
123,background,3,6,12.63
123,background,4,4,11.815
123,background,4,6,10.348333333333333
123,background,5,6,9.48
123,background,6,6,7.835
123,deviant,2,2,17.998333333333335
123,deviant,4,4,11.815
123,deviant,6,6,7.835
124,background,1,2,38.77166666666667
124,background,1,4,36.11
124,background,1,6,37.505
124,background,2,2,12.691666666666666
124,background,2,4,12.315
124,background,2,6,12.436666666666667
124,background,3,4,8.073333333333334
124,background,3,6,8.291666666666666
124,background,4,4,6.743333333333333
124,background,4,6,6.7716666666666665
124,background,5,6,5.6466666666666665
124,background,6,6,5.25
124,deviant,2,2,12.691666666666666
124,deviant,4,4,6.743333333333333
124,deviant,6,6,5.25
125,background,1,2,64.125
125,background,1,4,68.89
125,background,1,6,67.825
125,background,2,2,18.873333333333335
125,background,2,4,20.696666666666665
125,background,2,6,20.57
125,background,3,4,13.131666666666666
125,background,3,6,13.225
125,background,4,4,10.918333333333333
125,background,4,6,11.96
125,background,5,6,9.686666666666667
125,background,6,6,8.596666666666668
125,deviant,2,2,18.873333333333335
125,deviant,4,4,10.918333333333333
125,deviant,6,6,8.596666666666668
126,background,1,2,37.665
126,background,1,4,32.03333333333333
126,background,1,6,35.985
126,background,2,2,15.26
126,background,2,4,14.558333333333334
126,background,2,6,17.456666666666667
126,background,3,4,10.71
126,background,3,6,11.146666666666667
126,background,4,4,7.086666666666667
126,background,4,6,9.935
126,background,5,6,7.775
126,background,6,6,7.133333333333334
126,deviant,2,2,15.26
126,deviant,4,4,7.086666666666667
126,deviant,6,6,7.133333333333334
127,background,1,2,62.635
127,background,1,4,69.10333333333334
127,background,1,6,64.22833333333334
127,background,2,2,24.188333333333333
127,background,2,4,23.993947368421054
127,background,2,6,21.56
127,background,3,4,17.451052631578946
127,background,3,6,16.456754385964913
127,background,4,4,13.013508771929825
127,background,4,6,14.291754385964913
127,background,5,6,14.025
127,background,6,6,11.58938596491228
127,deviant,2,2,24.188333333333333
127,deviant,4,4,13.013508771929825
127,deviant,6,6,11.58938596491228
128,background,1,2,41.263333333333335
128,background,1,4,40.47666666666667
128,background,1,6,42.95166666666667
128,background,2,2,13.876666666666667
128,background,2,4,14.235
128,background,2,6,13.693333333333333
128,background,3,4,9.951666666666666
128,background,3,6,9.568333333333333
128,background,4,4,7.671666666666667
128,background,4,6,8.298333333333334
128,background,5,6,6.638333333333334
128,background,6,6,5.935
128,deviant,2,2,13.876666666666667
128,deviant,4,4,7.671666666666667
128,deviant,6,6,5.935
129,background,1,2,72.55166666666666
129,background,1,4,70.50166666666667
129,background,1,6,75.66833333333334
129,background,2,2,22.085
129,background,2,4,22.685
129,background,2,6,22.133333333333333
129,background,3,4,15.486666666666666
129,background,3,6,17.1
129,background,4,4,12.589298245614035
129,background,4,6,12.718333333333334
129,background,5,6,11.726666666666667
129,background,6,6,9.708333333333334
129,deviant,2,2,22.085
129,deviant,4,4,12.589298245614035
129,deviant,6,6,9.708333333333334
130,background,1,2,40.458333333333336
130,background,1,4,41.361666666666665
130,background,1,6,41.718333333333334
130,background,2,2,13.113333333333333
130,background,2,4,13.528333333333332
130,background,2,6,13.555
130,background,3,4,10.193333333333333
130,background,3,6,9.346666666666668
130,background,4,4,8.0216666666666665
130,background,4,6,7.953333333333333
130,background,5,6,6.925
130,background,6,6,6.111666666666666
130,deviant,2,2,13.113333333333333
130,deviant,4,4,8.0216666666666665
130,deviant,6,6,6.111666666666666
131,background,1,2,73.50166666666667
131,background,1,4,72.035
131,background,1,6,71.05833333333334
131,background,2,2,24.091666666666665
131,background,2,4,22.618333333333332
131,background,2,6,22.168333333333333
131,background,3,4,14.941666666666666
131,background,3,6,14.897894736842105
131,background,4,4,12.933333333333334
131,background,4,6,12.242543859649123
131,background,5,6,10.422719298245614
131,background,6,6,8.837631578947368
131,deviant,2,2,24.091666666666665
131,deviant,4,4,12.933333333333334
131,deviant,6,6,8.837631578947368
132,background,1,2,34.12833333333333
132,background,1,4,33.66
132,background,1,6,36.14833333333333
132,background,2,2,12.478333333333333
132,background,2,4,15.243333333333334
132,background,2,6,13.618333333333334
132,background,3,4,11.345
132,background,3,6,9.513333333333334
132,background,4,4,7.86
132,background,4,6,7.576666666666666
132,background,5,6,7.488333333333333
132,background,6,6,6.443333333333333
132,deviant,2,2,12.478333333333333
132,deviant,4,4,7.86
132,deviant,6,6,6.443333333333333
133,background,1,2,66.11333333333333
133,background,1,4,64.61833333333334
133,background,1,6,60.931666666666665
133,background,2,2,23.711666666666666
133,background,2,4,20.43166666666667
133,background,2,6,21.06
133,background,3,4,14.885
133,background,3,6,18.44
133,background,4,4,12.617807017543859
133,background,4,6,14.739736842105263
133,background,5,6,11.050701754385965
133,background,6,6,9.526013645224172
133,deviant,2,2,23.711666666666666
133,deviant,4,4,12.617807017543859
133,deviant,6,6,9.526013645224172
134,background,1,2,40.765
134,background,1,4,38.946666666666665
134,background,1,6,38.498333333333335
134,background,2,2,13.598333333333333
134,background,2,4,13.236666666666666
134,background,2,6,12.795
134,background,3,4,8.87
134,background,3,6,9.123333333333333
134,background,4,4,7.373333333333333
134,background,4,6,7.278333333333333
134,background,5,6,6.538333333333333
134,background,6,6,5.786666666666666
134,deviant,2,2,13.598333333333333
134,deviant,4,4,7.373333333333333
134,deviant,6,6,5.786666666666666
135,background,1,2,71.56833333333333
135,background,1,4,71.29333333333334
135,background,1,6,73.04
135,background,2,2,24.686666666666667
135,background,2,4,21.884999999999998
135,background,2,6,20.553333333333335
135,background,3,4,14.905
135,background,3,6,15.918333333333333
135,background,4,4,11.32
135,background,4,6,12.82
135,background,5,6,10.758333333333333
135,background,6,6,10.01
135,deviant,2,2,24.686666666666667
135,deviant,4,4,11.32
135,deviant,6,6,10.01
136,background,1,2,39.663333333333334
136,background,1,4,38.50833333333333
136,background,1,6,41.02
136,background,2,2,13.291666666666666
136,background,2,4,13.308333333333334
136,background,2,6,13.338333333333333
136,background,3,4,8.988333333333333
136,background,3,6,8.89
136,background,4,4,7.275
136,background,4,6,7.8133333333333335
136,background,5,6,6.343333333333334
136,background,6,6,6.15
136,deviant,2,2,13.291666666666666
136,deviant,4,4,7.275
136,deviant,6,6,6.15
137,background,1,2,67.40166666666667
137,background,1,4,71.11833333333334
137,background,1,6,72.05333333333333
137,background,2,2,20.538333333333334
137,background,2,4,20.294999999999998
137,background,2,6,22.141666666666666
137,background,3,4,13.126666666666667
137,background,3,6,14.425
137,background,4,4,11.946666666666667
137,background,4,6,12.773333333333333
137,background,5,6,9.343157894736843
137,background,6,6,9.462017543859648
137,deviant,2,2,20.538333333333334
137,deviant,4,4,11.946666666666667
137,deviant,6,6,9.462017543859648
138,background,1,2,29.958333333333332
138,background,1,4,32.336666666666666
138,background,1,6,28.633333333333333
138,background,2,2,12.315
138,background,2,4,13.318333333333333
138,background,2,6,9.743333333333334
138,background,3,4,10.151666666666667
138,background,3,6,8.601666666666667
138,background,4,4,7.52
138,background,4,6,6.701666666666666
138,background,5,6,5.446666666666666
138,background,6,6,5.566666666666666
138,deviant,2,2,12.315
138,deviant,4,4,7.52
138,deviant,6,6,5.566666666666666
139,background,1,2,57.16166666666667
139,background,1,4,62.95
139,background,1,6,60.126666666666665
139,background,2,2,17.725
139,background,2,4,21.755
139,background,2,6,21.488333333333333
139,background,3,4,15.368333333333334
139,background,3,6,14.711842105263157
139,background,4,4,10.544035087719298
139,background,4,6,11.090789473684211
139,background,5,6,10.393333333333333
139,background,6,6,9.533947368421053
139,deviant,2,2,17.725
139,deviant,4,4,10.544035087719298
139,deviant,6,6,9.533947368421053
140,background,1,2,36.15833333333333
140,background,1,4,37.49666666666667
140,background,1,6,38.06
140,background,2,2,11.753333333333334
140,background,2,4,12.398333333333333
140,background,2,6,11.9
140,background,3,4,7.83
140,background,3,6,8.593333333333334
140,background,4,4,6.378333333333333
140,background,4,6,6.398333333333333
140,background,5,6,5.876666666666667
140,background,6,6,5.318333333333333
140,deviant,2,2,11.753333333333334
140,deviant,4,4,6.378333333333333
140,deviant,6,6,5.318333333333333
141,background,1,2,64.26333333333334
141,background,1,4,62.605
141,background,1,6,68.19833333333334
141,background,2,2,19.361666666666668
141,background,2,4,19.586666666666666
141,background,2,6,18.606666666666666
141,background,3,4,12.338333333333333
141,background,3,6,13.128333333333334
141,background,4,4,10.143333333333333
141,background,4,6,10.785
141,background,5,6,9.068333333333333
141,background,6,6,8.233333333333334
141,deviant,2,2,19.361666666666668
141,deviant,4,4,10.143333333333333
141,deviant,6,6,8.233333333333334
142,background,1,2,37.38666666666666
142,background,1,4,36.50666666666667
142,background,1,6,38.651666666666664
142,background,2,2,11.49
142,background,2,4,11.556666666666667
142,background,2,6,12.733333333333333
142,background,3,4,8.246666666666666
142,background,3,6,8.955
142,background,4,4,6.82
142,background,4,6,6.583333333333333
142,background,5,6,5.623333333333333
142,background,6,6,4.865
142,deviant,2,2,11.49
142,deviant,4,4,6.82
142,deviant,6,6,4.865
143,background,1,2,67.815
143,background,1,4,67.03
143,background,1,6,65.47333333333333
143,background,2,2,20.895
143,background,2,4,20.475
143,background,2,6,19.41
143,background,3,4,15.526666666666667
143,background,3,6,14.133333333333333
143,background,4,4,11.02
143,background,4,6,10.26
143,background,5,6,9.065
143,background,6,6,8.348333333333333
143,deviant,2,2,20.895
143,deviant,4,4,11.02
143,deviant,6,6,8.348333333333333
144,background,1,2,32.06
144,background,1,4,33.44833333333333
144,background,1,6,31.741666666666667
144,background,2,2,12.755
144,background,2,4,13.845
144,background,2,6,13.89
144,background,3,4,11.136666666666667
144,background,3,6,9.863333333333333
144,background,4,4,9.548333333333334
144,background,4,6,8.196666666666667
144,background,5,6,7.778333333333333
144,background,6,6,7.0183333333333335
144,deviant,2,2,12.755
144,deviant,4,4,9.548333333333334
144,deviant,6,6,7.0183333333333335
145,background,1,2,59.33875
145,background,1,4,60.045
145,background,1,6,61.4225
145,background,2,2,23.81125
145,background,2,4,21.669605263157894
145,background,2,6,25.09
145,background,3,4,15.217960526315789
145,background,3,6,15.037434210526316
145,background,4,4,11.85796052631579
145,background,4,6,12.593815789473684
145,background,5,6,11.547828947368421
145,background,6,6,8.323881578947368
145,deviant,2,2,23.81125
145,deviant,4,4,11.85796052631579
145,deviant,6,6,8.323881578947368
146,background,1,2,37.92375
146,background,1,4,37.22435897435898
146,background,1,6,38.526666666666664
146,background,2,2,12.81625
146,background,2,4,12.828205128205129
146,background,2,6,12.518333333333333
146,background,3,4,8.798717948717949
146,background,3,6,9.53
146,background,4,4,7.51025641025641
146,background,4,6,7.641666666666667
146,background,5,6,6.355
146,background,6,6,5.891666666666667
146,deviant,2,2,12.81625
146,deviant,4,4,7.51025641025641
146,deviant,6,6,5.891666666666667
147,background,1,2,65.35
147,background,1,4,62.065
147,background,1,6,66.31666666666666
147,background,2,2,21.031666666666666
147,background,2,4,17.873333333333335
147,background,2,6,21.618333333333332
147,background,3,4,14.567280701754386
147,background,3,6,15.084999999999999
147,background,4,4,11.269473684210526
147,background,4,6,11.688333333333333
147,background,5,6,9.886754385964911
147,background,6,6,8.560964912280701
147,deviant,2,2,21.031666666666666
147,deviant,4,4,11.269473684210526
147,deviant,6,6,8.560964912280701
148,background,1,2,36.06166666666667
148,background,1,4,37.72
148,background,1,6,38.60666666666667
148,background,2,2,12.275
148,background,2,4,12.951666666666666
148,background,2,6,12.348333333333333
148,background,3,4,9.61
148,background,3,6,9.515
148,background,4,4,7.298333333333334
148,background,4,6,7.325
148,background,5,6,6.376666666666667
148,background,6,6,5.3149999999999995
148,deviant,2,2,12.275
148,deviant,4,4,7.298333333333334
148,deviant,6,6,5.3149999999999995
149,background,1,2,66.99166666666666
149,background,1,4,62.77333333333333
149,background,1,6,63.00833333333333
149,background,2,2,20.91
149,background,2,4,20.05
149,background,2,6,19.698333333333334
149,background,3,4,14.508333333333333
149,background,3,6,14.815
149,background,4,4,11.062807017543859
149,background,4,6,11.686666666666667
149,background,5,6,9.598508771929824
149,background,6,6,8.586491228070175
149,deviant,2,2,20.91
149,deviant,4,4,11.062807017543859
149,deviant,6,6,8.586491228070175
150,background,1,2,31.148333333333333
150,background,1,4,33.89
150,background,1,6,29.455
150,background,2,2,13.02
150,background,2,4,14.403333333333334
150,background,2,6,13.758333333333333
150,background,3,4,9.701666666666666
150,background,3,6,9.391666666666666
150,background,4,4,9.086666666666666
150,background,4,6,8.4783333333333335
150,background,5,6,6.181666666666667
150,background,6,6,6.87
150,deviant,2,2,13.02
150,deviant,4,4,9.086666666666666
150,deviant,6,6,6.87
151,background,1,2,62.29666666666667
151,background,1,4,60.026666666666664
151,background,1,6,62.58833333333333
151,background,2,2,20.571666666666665
151,background,2,4,23.10333333333333
151,background,2,6,21.737894736842104
151,background,3,4,16.53578947368421
151,background,3,6,17.02745614035088
151,background,4,4,12.377543859649123
151,background,4,6,12.755701754385965
151,background,5,6,9.564736842105264
151,background,6,6,9.666842105263157
151,deviant,2,2,20.571666666666665
151,deviant,4,4,12.377543859649123
151,deviant,6,6,9.666842105263157
152,background,1,2,37.94833333333333
152,background,1,4,40.31666666666667
152,background,1,6,37.589999999999996
152,background,2,2,12.778333333333332
152,background,2,4,12.378333333333334
152,background,2,6,12.936666666666667
152,background,3,4,9.791666666666666
152,background,3,6,8.983333333333333
152,background,4,4,7.8
152,background,4,6,7.098333333333334
152,background,5,6,6.098333333333334
152,background,6,6,5.516666666666667
152,deviant,2,2,12.778333333333332
152,deviant,4,4,7.8
152,deviant,6,6,5.516666666666667
153,background,1,2,68.775
153,background,1,4,71.68
153,background,1,6,68.00333333333333
153,background,2,2,21.653333333333332
153,background,2,4,22.861666666666665
153,background,2,6,19.746666666666666
153,background,3,4,15.268333333333333
153,background,3,6,14.603333333333333
153,background,4,4,11.806666666666667
153,background,4,6,12.322894736842105
153,background,5,6,9.55421052631579
153,background,6,6,8.34359649122807
153,deviant,2,2,21.653333333333332
153,deviant,4,4,11.806666666666667
153,deviant,6,6,8.34359649122807
154,background,1,2,37.88333333333333
154,background,1,4,40.32333333333333
154,background,1,6,38.205
154,background,2,2,13.026666666666667
154,background,2,4,11.398333333333333
154,background,2,6,13.761666666666667
154,background,3,4,9.348333333333333
154,background,3,6,9.113333333333333
154,background,4,4,7.733333333333333
154,background,4,6,6.793333333333333
154,background,5,6,5.931666666666667
154,background,6,6,5.651666666666666
154,deviant,2,2,13.026666666666667
154,deviant,4,4,7.733333333333333
154,deviant,6,6,5.651666666666666
155,background,1,2,64.12166666666667
155,background,1,4,70.69666666666667
155,background,1,6,68.42666666666666
155,background,2,2,19.928333333333335
155,background,2,4,23.1
155,background,2,6,21.60333333333333
155,background,3,4,15.533333333333333
155,background,3,6,14.4
155,background,4,4,11.28
155,background,4,6,11.311666666666667
155,background,5,6,9.343333333333334
155,background,6,6,8.64640350877193
155,deviant,2,2,19.928333333333335
155,deviant,4,4,11.28
155,deviant,6,6,8.64640350877193
156,background,1,2,30.331666666666667
156,background,1,4,34.60333333333333
156,background,1,6,32.22833333333333
156,background,2,2,12.248333333333333
156,background,2,4,12.821666666666667
156,background,2,6,12.07
156,background,3,4,9.211666666666666
156,background,3,6,9.445
156,background,4,4,6.91
156,background,4,6,7.03
156,background,5,6,6.11
156,background,6,6,5.826666666666667
156,deviant,2,2,12.248333333333333
156,deviant,4,4,6.91
156,deviant,6,6,5.826666666666667
157,background,1,2,61.96333333333333
157,background,1,4,61.68666666666667
157,background,1,6,60.28
157,background,2,2,23.525
157,background,2,4,22.626666666666665
157,background,2,6,20.7
157,background,3,4,15.783333333333333
157,background,3,6,16.4
157,background,4,4,13.324912280701755
157,background,4,6,13.016666666666667
157,background,5,6,10.506666666666666
157,background,6,6,9.533333333333333
157,deviant,2,2,23.525
157,deviant,4,4,13.324912280701755
157,deviant,6,6,9.533333333333333
158,background,1,2,37.55
158,background,1,4,39.77333333333333
158,background,1,6,38.586666666666666
158,background,2,2,12.471666666666666
158,background,2,4,11.588333333333333
158,background,2,6,13.06
158,background,3,4,8.025
158,background,3,6,9.086666666666666
158,background,4,4,7.108333333333333
158,background,4,6,7.306666666666667
158,background,5,6,6.358333333333333
158,background,6,6,5.47
158,deviant,2,2,12.471666666666666
158,deviant,4,4,7.108333333333333
158,deviant,6,6,5.47
159,background,1,2,72.095
159,background,1,4,70.64833333333334
159,background,1,6,69.95166666666667
159,background,2,2,21.02
159,background,2,4,21.656666666666666
159,background,2,6,20.803333333333335
159,background,3,4,13.021666666666667
159,background,3,6,14.446666666666667
159,background,4,4,11.471666666666668
159,background,4,6,11.22
159,background,5,6,10.035
159,background,6,6,8.685
159,deviant,2,2,21.02
159,deviant,4,4,11.471666666666668
159,deviant,6,6,8.685
160,background,1,2,40.721666666666664
160,background,1,4,38.205
160,background,1,6,39.24666666666667
160,background,2,2,12.36
160,background,2,4,11.915
160,background,2,6,13.176666666666666
160,background,3,4,8.26
160,background,3,6,8.931666666666667
160,background,4,4,6.55
160,background,4,6,6.891666666666667
160,background,5,6,6.301666666666667
160,background,6,6,5.226666666666667
160,deviant,2,2,12.36
160,deviant,4,4,6.55
160,deviant,6,6,5.226666666666667
161,background,1,2,69.44500000000001
161,background,1,4,70.43666666666667
161,background,1,6,69.89166666666667
161,background,2,2,19.428333333333335
161,background,2,4,19.84964912280702
161,background,2,6,22.708333333333332
161,background,3,4,13.55780701754386
161,background,3,6,15.09
161,background,4,4,11.01859649122807
161,background,4,6,11.578333333333333
161,background,5,6,10.653333333333332
161,background,6,6,8.83
161,deviant,2,2,19.428333333333335
161,deviant,4,4,11.01859649122807
161,deviant,6,6,8.83
